input,labels
"Producer/Director/Cameraman/Video Editor Ought to be SHOT!: The music is great, the performance is great, and the audio is great. BUT one buys a VIDEO recording of an orchestra performing in order to SEE the orchestra performing. Yes, its great to see Karajan's conducting, BUT I don't need to just see him ONLY for the duration of the entire recording. Nor am I satisfied merely to be given glimpses of the various sections of the orchestra playing. Certainly not when the entire orchestra is playing! Wonder whose idiotic idea is this to allow us merely peeks here and there as if through the keyhole? Ought to be SHOT! One star, because I didn't get a video recording - its only as good as an audio one..... Fume!!!!
",1
"Beatles on Panpipes rocks!: I know most who listen to this would probably dismiss it as an instrumental Beatles CD, but I think it is a great CD. I have been able to listen to it and relax, even though I find myself singing along with it, as if it were Karaoke. At the same time, it makes you want to reach for any given Beatles CD and listen to it again. I give kudos to the ones who did this CD.
",0
"Barlow!!! we need you!: The remake is bad.....Owens sounds like hes trying to sing like Bruce Dickenson and it takes away the fury that Barlow had. Get Barlow back please!!!!! Oewns can sing, but I am tired of his weak effort. Iced Earth needs Barlow. I have listened to a long interview with Shaffer and he basically thinks that HE is all the band needs, he is grossly wrong. He even went as far as to make fun of bands like Manowar and Helloween. Bands that have been around much longer than him. Shame on him!
",1
"Great for getting around Colorado on vacation: We bought this map to use on our Colorado vacation and it was very helpful. It allowed us to take some more roundabout (and scenic) routes and provided enough details to assist in our vacation planning. It fits into a backpack and is definitely worth purchasing if you're going to be traveling extensively around the state.
",0
"Does not go into any detail: The book is really focused on the authors perspective of a few prisoners and their potential triumphs...many of which fail. It doesn't really give any insight into what it's like at Rikers or any other prison. It has a great cover and a terific title, but it ends there.
",1
"Apple Time Machine Backup Drive: I use this hard drive to back up my Apple MacBook using the new Time Machine feature of Leopard. It has worked flawlessly and has the capacity I need. It is small, USB powered, and quick. Glad I bought it.
",0
"Amusing read, but not a quide for real life: I disagree with the author's advice about letting a child go to the police with a ""psychic premonition"".I've read a lot of true crime stories.Most ""psychic premonitions"" are either wrong or too general to be of any use (e.g., ""The victim will be found near a source of water.""--people can't live without water, and the source of water could be a bottle of water, etc.).Sometimes, the killer will pretend to be ""psychic"", and tell police where to find his/her victim!If a ""psychic"" injects him/herself into a police investigation, the police have been known to treat the ""psychic"" as a ""person of interest""--interrogating and detaining the person.I wouldn't want anyone, espically a child, to have a bad experience or get a bad reputation by going to the police with a ""psychic premonition"".
",1
"Couldn't finish it: Not an escape read and very verbose. Unlikely acts in an everyday setting and I couldn't quite get into it.
",1
"I could put together something better than this: I can not believe that for...I recieved a standard 3 ring binder with black & white, very obviously photocopied, pages that weren't even completely attached. There was also one plastic sleve, for holding samples I guess. I bought 5 of these for home warming gifts and I would be embarressed to give any of them out. They're being shipped back today. The concept is good, but the presentation is the cheapest I've ever seen.
",1
"Bad Description: Although the word ""blur"" was used once in the the product description, nowhere did it state that this was a collection of completely blurred photographs. Art? Perhaps to some. To me it was just a waste of money.
",1
"The Killer in Me: This is a fast-paced swirling vortex of a novel-I finished it in one night. The story concerns Harold Odom, a confused young man drowning in his own circumstances: Depression-era poverty, serious Oedipal/sexual confusion, a neurotic alcoholic mother, sensitivity and repressed rage, along with the Brooklyn mobsters who make him one of their own, with tragic results. Charles Perry manages to portray Harold's complex nature--his vulnerability and his violence--in a keen and convincing manner. The wise-guy dialogue is sharp and never hackneyed, and the stream-of-consciousness narration pulls you into the mind of Harold from beginning to end. The characters and settings are realistic yet electric, like film noir but with more of a troubled heart. A great read, through and through.
",0
"Great Soundtrack: I'd been looking for this soundtrack for sometime when someone told me they had it here on Amazon. It's great just like a remember it from when the movie first came out. I highly recommend it.
",0
"Not like the old Veggie Tales: I have a collection of Veggie tales dating back to the earliest ones made. A few years ago, the producers sold rights to one of the networks. This latest one is a product of the 'after' effects of that relationship. The story line is much darker than you would normally expect from veggie tales. You really don't get the message about true beauty at all because most of the talk and action is done between the queen and the mirror who wants to 'finish' the local maiden. My almost 4 year old was scared and also the other day said, ""I don't feel pretty"" - she's never said anything like that in her life. I asked her why she was saying that and she said because of the queen in veggie tales. I promptly through the thing in the trash - don't buy this - it's just confusing and not a good wholesome presentation of true beauty. Shame on veggie tales!
",1
"Halls of Me Me Me Me Me Me Me!: If Halls of Fame is what publishers are calling literature these days, then I don't want to read another word of contemporary writing. This book is ugly, self-centered, immature, and complicated just for the sake of being complicated. It's as if this writer was trying to make sure the world was paying attention to him by being as obscure as humanly it is possible. I think Graywolf better go back to printing the books they used to print instead of all this name-dropping. And the author's new book, an anthology, is just the same. An anthology that's all about the person who edited it! Wow, how interesting. It's as if all the other wirters who are in the anthology are just nick nacks for his amusement.
",1
"serious reading on surgical ethics: This has in depth analysis of common surgical ethical dilemmas.Book provides a systemic approach to working through these issues.Do not be discouraged by the fact that is an older book. Field of surgical ethics is very young and this text is still very relevant.
",0
"Easy to operate: I was not sure what to expect out of a battery operated chain saw. I was pleasantly surprised when I used it the first time on a few 3 inch tree branches. It actually cut right through them. I don't think it would be much good for heavy duty work, but for Palm leaves and small jobs around the house it is perfect. The battery last a long time too. Thanks
",0
"It's nice but it has minor issues: I bought it to avoid scratches while still keeping a stylish look for my GBA SP, its nice and durable, a bit iffy to take it off or on. You have to take it off if you want to recharge seeing as there is not a good open hole for the socket(a flaw in my view). Other wise its good, my hands don't get all sweaty when I play, it looks nice and my SP is protected.
",0
"Pulp Britain: This film doesn't use the same plot device as Pulp Fiction, but it definitely has the same spirit and director Guy ""I married Madonna"" Richie was no doubt influenced by Quentin Tarantino. That being said, I find more humor in Lock, Stock than I did in Pulp Fiction. Lock, Stock is a caper flick at it's heart, and an entertaining one at that. Not too many extras to shout about on the DVD, but it does have a handy dandy Cockney slang dictionary which is useful for insulting people without them knowing it. ;)
",0
"Timely Shipping & Great Quality: Well, it's all in the title really. I received the product in a timely manner and was practically new, though it was listed as used.
",0
"Not for persons with joint issues: Do not buy Insanity if you have any joint issues - shoulders, knees, etc. The moves are high impact/high stress. I contacted the company by phone and email, several times, prior to my purchase decision, to find out if persons with joint issues should or should not buy. However, no reply was ever received. Unfortunately, I decided to try the DVD's but am not able to use them; a waste of $150. Rather than direct a potential customer to another product and, thus, retain the customer, BeachBody has chosen to lose a potential lifetime customer.
",1
"A Real Keeper: It is hard to find any of James Browns' concerts rated high, usually due to poor video or audio. I took a chance with this one and am very pleased. Not high quality video like today's but DEFINITELY worth having. I played this at work for some older than 40 ""brothers"" and they went wild. They talked about JB's foot work, his music, clothes(and capes),and his cooking band, including Maceo Parker on sax. This concert was performed in 1985 when James Brown was 52.
",0
"Depends on what you like: I can see the points of those that don't like it and of course I see the side that likes it. This is a sometimes brilliant, sometimes spacey, sometimes jazzy, and sometimes silly album. But, it is always great music to these ears. Listening right now to the female space vocals similar to a Gong album, then right into an intense march beat with Hammond organ. Awesome. I give it 4 stars as it can get a little dragged down but not for long. The Rotters Club is a 5 star effort, they perfected it for the second album.Phil Miller the guitar player is different than most I have heard and he is masterful. Richard Sinclair on bass, has jazz licks and a top notch voice, some great exchanges with Miller. Pip Pyle is one of the top 5 drummers in prog rock, damn he is good. Dave Stewart on keyboards and I suspect the musical direction is a master of his craft as well. If you like 70's mellow prog, you will dig this.
",0
"We have a shark problem here!: This movie is absolutely spectacular! When I was 10 years old I first watched it and I loved it since then! I got this special VHS edition of it and it is excellent. Excellent sound, picture! The making of it and theatrical trailers are cool too. I recommend everybody to get this video for their collection! It is worth it!
",0
"Very disappointing in your shipping carrier.: Purchased for a gift and when received the box was destroyed and the stroller broken. You should check on your carrier. Had to run to store (Babies R US) and purchase. Very upsetting. I chose to purchase through Amazon because I didn't want to run to the store. Thank you.
",1
"The Wrath of a Warg: This is an awesome toy! The warg rider Sharku is pretty neat. Some problems are that it is very difficult to position him on the warg. Also he isn't very durable. One time my sister took him and sqeezed him between the couch. When I found him his left hand broke off. Anyways Sharku is highly detailed and looks as ugly as he does in the movie. He also has leg moving and sword swinging action. The warg is really awesome. It is extremely detailed and almost fully possable. It has jaw-chomping action. The warg's head is covered in rubber so when its jaw chomps it looks really realistic.It also has a rubber tail and mane. The jaw is filled with teeth and is sticking out its tongue. This is a fantastic toy.
",0
"This movie is AWFUL!: I saw this piece of junk on DVD and fell asleep through half of it. First of all where did they put the 40k, all I saw was some stupid fake blood with a loser's tongue WHICH WAS NOT SCARY AT ALL! And that was it, that was what you could actually call a special effect although it's a lot worse. This movie is sooo boring. It'll make your head spin the camcorder is so shaky and stupid. All's your watching is 3 losers walking around cursing. And where are all the scary parts there were none. If your a normal person you won't buy this it's probably the best way to waste money. VERY BAD MOVIE!
",1
"Great Product except for speaker: Love my Treo 600 but have to have it replaced because the speaker that you put your ear against is defective. I hope the new one has this annoying bug fixed.
",0
"better than i expected: I bought the king size, fit well. Heating coils are flat cannot feel them when you lay on it, comfortable. It does take a while to heat up so you should turn it on 15 minutes before using it. the dual control is nice. wife likes it warm, i like it cool.
",0
"EXCELLENT FILM!!!: You will not be disappointed with this film! I give it a 10/10, 5 out of 5 stars, 2 thumbs up. It's a great poker film and an excellent film overall. The acting is far superior than any big blockbuster in years. The plot line and story flows well, with all the characters meeting at the final table. The sub plots aren't cheesy and are true to life. I can not think of a better film I've seen in the past 10 years. Too bad this was only a limited release.
",0
"A modern fairy tale.: A fairy tale for the latter half of the 20th century, I bought this as I remembered how charming it was as a science fantasy fable and for its (at the time) leading edge use of CGI for the starship effects. Although by today's standards everything looks very ""shiny"" it stands up remarkably well and for the most part was as entertaining and fun as I remembered.
",0
"WORKS GREAT!: I base my beauty product purchases on Amazon reviews. This product has both good and bad reviews, so I thought I'd give it a shot. It works great. I am extremely anal about blackheads, whiteheads and the occasional pimple....I will spend hours in front of a harsh mirror, squeezing them out. I always knew that it wasen't good to use your fingernails, and I knew I needed to stop. I bought this tool and it works great. Of course it isn't going to be able to target the TINY blackheads but it will get some of the bigger ones. I had some on the edge of my nose that were impossible to get, and I used this tool and they were gone in 30 seconds! Don't forget to clean the tool before and after each use. I love it, I might just have to buy my boyfriend one!
",0
"quality of product: poor quality in construction it is made China It is a little comberson to use but then I only got intermitent use as the power was intermitent
",1
"Worked Great: I bought these keyed lug nuts for my Boss 330 rims. I have had them approximately a year and they look as good today as they did when I purchased them. The chrome coating has not chipped at all. I would recommended them to anyone looking for a way to secure their custom wheels!
",0
"Nice Easy Kit.: Don't know what all the hulabaloo is about. I put up one of these kits 18 years ago and had NO problem. The building still looks like new here in the rainy NW U.S. Really an easy no-brainer kit for someone that can't or doesn't know how to, or doesn't want to waste time to make angled cuts. I'm not the sharpest tack in the box but...you would have to be an imbicile to not be able to follow simple basic instructions. Nice easy kit worth the money, and price hasn't gone up much since I bought mine.
",0
"A good book about Lou worth reading: Even though I am a Cubs fan, my favorite baseball player is Lou Gehrig. This book has a lot of baseball information that My Luke and I did not have.If you want to read about Gehrigs baseball career this is a great book to read. I suggest if you really want to read about Gehrig get a copy of My Luke and I By Elenor Gehrig even if it is out of print.
",0
"as good as we remembered: My 34 year old son and I had been thinking about this movie so I found and got it for his Birthday. We loved watching it just as much as the first time we saw it. My grandchildren liked it too.
",0
"One Night with the King: I didn't like this movie really. It was almost typical of what hollywood does when they either don't have the facts as to the events they are using as a basis for the movie, or they prefer to change it according to their belief system. Believe me, the bible account is quite exciting enough. I am particularly fond of this account for oh so many reasons. I noticed that this was popular, and without really paying attention to the product notes, I got sucked into looking at it. I would only recommend others see this movie to compare with another to see the difference. The problem is, when you see the other (as there are a number of these movies out there), you really don't want to revisit this one again.
",1
"NO HEAT IN THIS ONE: Hampered by sophomoric special effects, a limp script and an uninspired cast, COMBUSTION is a disappointment. Joe Lando (Dr. Quinn) stars as a city engineer who believes deadly gases are somehow being released into the city's underground sewer system, resulting in deadly fires and deaths. Greeted with skepticism by the egotistical fire chief (Michael Gregory, overacting shamefully), Lando must convince the mayor and everyone that he is right. Of course, a greedy oil baron (Michael Gross, looking woefully embarrassed) is the one responsible for the gas releases, but he doesn't want Lando to uncover this. A subplot involves Lando's troubled marriage to Gabrielle Carteris and their son's involvement with the daughter of Lando's old flame, who is now a newscaster(Susan Walters). Directed with little regard for common sense or pacing, COMBUSTION fizzles instead of sizzles.
",1
"Very Good Bond Game for DS: I DO NOT care what other people think about this game. This is a fun game that will last a very long if you have friends who also have a DS so you can link up and battle each other. The graphics are great for a small hand-held console. Its sort of difficult to shoot your right hand weapon because you have to aim with your stylus and you don't have a finger to press the R key except for you pinky. Overall, I think it is a very fun and challenging game. I recomend this game to anyone who is a fan or likes James Bond games.
",0
"Rapidfire entrepreneurship: The bad reviewers are right about lack of depth and writing ability. Read this book if you want to read a page and a half about how a bunch of well known businesses were started.
",0
"too short for the $: Pretty pictures but there were way more photos in the book! This is a short, advertising trailer... not a stand alone DVD.
",1
"What's the point?: There is nothing on the DVD side of this disk. Buy the CD instead and save some money.
",1
"book review: I think this is a good book to read, because I could realy get in to it.It seemed that it was real or like I was there with Karana. They had described it good. I would give this book to any one....
",0
"New Look is Nice and Easy to Use: Wow what an upgrade...been using the old version for well over a decade and very happy with the new version...It took a little while to figure out how all the bells and whistles worked but well worth the investment!
",0
"Do not listen to all of the one stars: This is a great device. I have had it now for about 3 months. I have not had to do one soft reset in 2 months after i learned how to use it.And i had to do one hard reset when i got back from vacation and i drained the battery down to almost nothing.
",0
"VERY GOOD DEAL: i just was looking for a case and i found this. yes it is a very good deal and everything comes brand new in the box. u need this to take care of your camera
",0
"Great heater, reliable, but noisy: Have had the heater for almost a year now, and so far it works great for my 40 gallon tank. Only complaint is that it turns on and off very frequently (about every 2 minutes) with an audible click that can be quite a nuisance. Also, its exquisite sensitivity, which makes it turn on and off so frequently, makes me worry that it might wear out before long.
",0
"IT IS REALLY GREAT!!!: You have to watch it. It is too great to miss!! Imagine Luke flying down the first Death Star! BOY, IS IT GREAT!!!
",0
"False Advertising, Recieved a cheap imitation: I'd like to be writing about the great new Corona clippers that I bought from Jacks Tool Shed but Jack sent me a cheap 'Made In China' imitation instead. He says they look just like the real thing, too bad they're just a worthless piece of junk!!!!!!
",1
"Not worth you Money!!!: This Game is not worth your Money because it's very confusing.No tutriols to show you how to do stuff.All you have is the Instrution Manual.I like Roller Coaster Tycoon's CD's Better.
",1
"Edwardian drivel: I will concede two things to this novel: The author had me fooled and despite a terrible opening, I wanted to know what happened, but this book doesn't know what it is: not quite a Victorian gothic romance, nor a geopolitical thriller, it was hardly at all informative on the historic events leading up to the Great War, and the baronet was essentially wooden, as if that was enough to fool the English and Germans around him that he was one man or the other. I do not mind reading for light entertainment, but there were too many highly improbable threads, not enough plot, nor full fledged characters facing real moral conflicts. It is worse than modern pulp fiction.
",1
"Junk. Avoid at all costs.: Chinese container garbage sold at inflated prices.First the lamp base broke from the pole. This was fixed with a generous application of duct tape. Then the switch went out on the lamp itself about a month later.A lamp is only as good as its basic components. In this particular lamp, they all need to be rethought out.
",1
"pudding cups: These are exactly what I wanted for pudding.....they are just the right size and are excellent quality....
",0
"avoid: Check out the vi search and replace commands they use. The examples. Try using them on Solaris. Notice how they don't work & are completely wrong?
",1
"Missing Toy Story short: For people who already own all Pixar Blu-rays, this contains very little new material, namely:- Up short: George & A. J.- Toy Story short: Small Fry- Cars shorts: Air Mater, Time Travel Mater- 7 student films""Small Fry"" is an absolute hoot, just perfect - while the others are so-so.Still, such a release would be a nice thing for Pixar completists like me. Emphasis on ""would"".You see, this collection is not complete at all, because it omits the third Toy Story short, ""Partysaurus Rex"", which was shown in theatres along with the 3D version of ""Finding Nemo"" this summer. Why this short isn't included is just baffling. To top it off, ""Partysaurus Rex"" won't even be on the upcoming ""Finding Nemo"" Blu-ray.So, two stars. One for this set being incomplete, and another for the brilliance which is ""Small Fry"".
",1
"Bad Disks: I purchased 100 of these Maxwell CD-R disks. I have used 40 disks and my computer would not recognise 8 of them. Very frustrating. I am afraid I would not purchase them again. I was burning from Itunes.
",1
"best offspring, if you like good music: it's fast, it's punk, it's fun, and most importantly, it's the energy that makes this album. unlike americana or even ixnay, the energy and the pulse are consistently up for the whole cd. my favorite offspring cd by far.
",0
"they should be shot!: this was and is the worst dvd ever made! whoever even had the balls to make this dvd is probably really broke and has no kind of human morals. i hated it so bad, i could not even give it away, cause i care for people too much. no one should have to sit there and listen to some bored mono-toned guy talk about jeezy, he's reading of a piece of paper what we should and could have done. interviewed 3 random strangers, all it showed of jeezy was internet stills and when they spoke of his drug dealing days they showed random black people in hand cuffs. JUST DO NOT BUY THIS!!! save your money and get george bushs' diary on love making instead.terrible!
",1
"Very pleased!: The video was in very good shape and it was shipped and received very quickly. There was even tracking on the package, I could see how far it traveled day by day!
",0
"They look nice but...: I bought these to use in a bookshelf, but they are rather cheaply made. There is nothing on the bottom of the bookends to keep them from scratching whatever surface they are placed on. I had to adhere small strips of leather to keep these bookends from destroying my bookshelf. other that that, they look fine and work fine, just be aware that you might want to put something on the bottom of them to keep them from destroying your furniture.
",1
"horrible, ...like bad troma bad: Just finished watching ""Hanger"". was a complete waste. badly acted. badly written (I bet that there was no script and the ""actors"" were improving(badly)). This has to be the most poorly edited film I've ever seen. Some pointless scenes go on for too long while others cut MID-SENTENCE to go to another scene also joined MID-SENTENCE. seriously, someone got paid for this. And to have to where with all to want to put your name in the credits for this; simply more shocking than the movie itself. Very little gore, for some reason the camera is never at the right angle to capture the violence or it's eluded to in some convoluted manner i.e. shadows on a wall (which they didn't get right either as the viewer can plainly tell by the SIZE of the shadows that the persons are not even near each other to preform what is being depicted.)That's all the time I'll waste here, marking this whole production team off my projected movie watching que......
",1
"8 Editions and still incorrect: I am a professional engineer. I have been working for over 25 years in the metals fabrication field of Aerospace and Automotive.I am appalled at the cost of this book and the number of editions it has gone through and not had the errors corrected!I've reviewd 3 additional texts while in this course of study and found them to be superior in content and quality of explanation. I would not recommend this text to instructors.
",1
"Instruction in middle game strategies by former world champ.: Euwe shoots for the amateur and is right on target. 'A' players and below find the weak spots in Master strategy and gain confidence in Euwe's text that illustrates that amateurs can defeat stronger opposition by excluding inferior moves from their middle game play. The first in a genre that has been duplicated for twenty years but not exceeded. A current pretender is Jeremy Silman's 'Improve Your Chess'.
",0
"Beautiful easy listening music: Congratulations to the composer for the music on this lovely CD. I would recommend it to anyone who loves music. Please write some more Mr. Schubert. (You have a great name for a musician.)
",0
"Decent program with AN ANNOYING INSTRUCTOR: Tony Horton needs to lay off the caffeine and supplements and calm down. I used P90X for about 2 months and decided to go back to the gym. He is extremely annoying and always seems to be trying to 'one up everyone'. His 'muscle confusion' idea is common sense, but the concept is good for those who don't have any fitnes background. The program may be more tolerable with a different instructor who was more practical and not trying to show off and make some stupid joke. To get a real strength workout from this, you also need to invest a couple hundred dollars for a set of dumbbells.
",1
"USB to PS/2 doesn't work consistently: Not happy with this at all. I thought it would work OK at the start. But it looses connection so often. I ended up buying a new keyboard, and tossed this in the junk pile.
",1
"Bulletproof: This last reviewer is apprantly numb to most things that tell it like it is. This book is an excellent tool for showing you the roots of fear and why you shouldn't fear. Chuck Holten tells it like it is, he tells what needs to be said.This book will open your eyes to things in your life and give you some major insight into how Jesus views our lives.
",0
"Great Shirt, Fish will love it!: Wonderful shirt, well made, comfortable to wear, lots of pockets for just about everything. These will help keep me cooler in the hot Florida summers. It's Columbia, so it's quality. The only negative (hence the 4 star rating) is the sizing. I'm an XL size shirt so I ordered XL. What they call XL everyone else calls 2XL or even 3XL. I could have fit two of me in there. So, order a size smaller than what you wear! Sent XL back and received the L and it fits wonderfully! Will definitely order more, and you can't beat the price!
",0
"Boring!: The main characters of the novel were so boring agh! 3 hours wasted of my life . Frankly half way through the book I wished the heroine franny would fall in love with the hero's friend ""Drury"". "" Drury"" seemed Sooo much better hero material than 'Brix' who is a complete idiot. Though i found that both the hero and heroine were immature , the hero was definitly the more irritating of the two.I just have a suggestion for the Margaret moore books lovers (like me) .... wait for her next installation which hopefully will be about 'Drury'.
",1
"A definite must read!: Tigana is one of the most amazing books I have ever read. Not imbued with too much magic, it is a tragic and at the same time joyous epic of love, revenge, hate, adventure, and personal growth. The characters become as alive to the reader as a long time friend.I have read this book 4 times. Don't let the size intimidate you. I laughed and cried (many times) each reading. The story never gets old, and the characters are always fresh. Absolutely unforgettable
",0
"The DVD can't be played on the same bluray player.: I just purchased The toy story 3 (Four disc bluray and DVD combo + digital copy), my bluray player can play the Bluray movie nicely, but when I insert the DVD version to my bluray player, it say the region was wrong, so I have a question, does the region code for bluray and DVD not the same ? If not Why it is in the same package ?
",0
"AWFUL!!!!!!!!!!: It really makes me wonder whether the Americans really do perceive us as a bunch of prudish snobs. If this book is any indication of this - then I am very worried. Elizabeth manages to have 'tea' with the Queen - yeah right! I have spent 19 years in England, and have not even been inside Buckingham Palace - let alone have had 'tea' with the Queen! God! How juvenile! Come on Kate and Francine - don't underestimate us - we may read Sweet Valley, but that doesn't necessarily mean that we are complete fools! Also, I cannot believe that Liz and Jess are completely stupid as to not recognise the Queen's daughter with glasses and a dye job - yes, I can really understand that!!
",1
"Print Artist Winnie the Pooh: Great item at an affordable price. My wife loves to do alot of thank you cards and birthday invitations with this product. We save time and money just by creating our own cards. We have recommended this site and product to others. Thank you very much.
",0
"Salvatore at his best: Salvatore has done it again in the third book of the Icewind Dale Trilogy. Entreri, intrigued by Drizzt and wanting to prove that his moral code is the better, that by losing his goodness and bringing his body under absolute control, by honing his muscles to their finest fighting edge to the exclusion of all else, he has become a pure fighter, undefeatable. So he takes Regis and draws Drizzt into a fight he cannot avoid. I think, the most compelling thing about Salvatore's books is his beginning of section musings, a probe into the honorable and wise mind of Drizzt Do'Urden. And in his writing it is apparent that he sees these characters as more than just words on a page, he has done a masterful job of making us see the same thing. For breathing life into a book I will never tire of reading, I thank you, R.A. Salvatore. Nathan Jones
",0
"third one died today: This bark collar did keep my dogs from barking when I wasn't home, but the collar doesn't last. A lifetime warranty doesn't mean anything if every 6 months you need to replace it.On all three of the units I've had, they start to leak and malfunction after less than a year.
",1
"Nine West Fan!: I am a Nine West Nuncio fan. This is one of those shoes that you pray they don't discontinue until you can afford to have every color. The heel is the perfect height for a day at work, but the pointed toe is sexy too. It takes me about a day to break them in to perfect comfort, but it is all worth it.
",0
"Just plain awful.: Like so many other reviewers, I really wanted to finish this book, and wanted to like it when I was done. Neither thing happened. Gareth was a pretentious snob, Hannah a pretentious and promiscuous snob, the Bluebloods pretentious, promiscuous and spoiled snobs, and Blue just along for the ride. Was there really anyone in here to like? And why did it take 250+ pages to finally get things going? And why were there SO MANY typographical errors? Come on, editors.
",1
"Tilting at Cinematic Windmills: This dreadful 1992 ""reconstruction"" of Orson Welles' unfinished ""Don Quixote"" does a tremendous disservice to the legendary filmmaker. Poor dubbing and wildly variable footage make the Spanish project virtually unwatchable, even though Francisco Reiguera and Akim Tamiroff are ideally cast as Don Quixote and Sancho Panza. A documentary utilizing the best photographic elements would have been preferable.
",1
"Great kid book: My students love this book and are now clearing out the library's shelves of the rest of the series. This book references many children's books that kids have read so they really enjoyed it!
",0
"Inadequate size and suction: My long hair has caused clogs in the shower on more than one occasion, so we set out to find the perfect drain cover. This item did not succeed for us. As others have mentioned, the diameter was too small for our two standard shower drains (the 5"" measurement listed is the outside edges, not the size of drain it covers), so the suction areas overlap the drain edge and won't hold. This leaves the cover to slip around from a nudge of the foot or a direct hit from the shower flow. When it actually stays in place for a few minutes it will catch some hair, but not enough--we still got a clogged drain from the hair that slipped past. The positives I can mention are the fact that you get two covers in the pack and the covers are soft and squishy, so they do not get broken or hurt your foot if you accidently step on them. But we are still on the hunt for a good drain cover.
",1
"Very useful: We bought this seat for our 2 years old and he loves it. We ve taken it while traveling. It folds so easily and helped us so much to feed him while not at home. Higly recommended
",0
"VERY GOOD MOUSE: This mouse has served me well for almost 3 years. I am now just having a little trouble with it. The trouble is when I'm gaming. Sometimes the mouse locks up and I can't click or move it.. But its been working perfect up until now. It has SUPER long range and is VERY accurate. I would buy another one.
",0
"Excellent guide for any marriage: Better sex through a better marriage, and a better marriage through better sex. Snarch approaches it from all angles, providing just enough theory that you know where he's coming from, coupled with plenty of practical advice to make it work in your own relationship (exercises, tips, techniques, etc.). It's not something that's going to spice up your marriage tonite, but is rather an approach to committed relationships that will make them much more satisfying. I have found this book to be extremely helpful in my own growth as a person, and as a husband. I am better able to identify unhealthy dependencies that can drag down, rather than enhance, a marriage.
",0
"Just Wright: Fun Romantic comedy! I love Queen Lativa . I will consider buying this when it goes on sale. Sweet Romantic comedy!
",0
"don't drive and read this at the same time: If you are sleep deprived, read this book. It is the cure all for lack of sleep. I don't think this author took Stats 101. I beg of you for the love of Allah, don't read this....
",1
"Looks are deceiving: I also couldn't find Miss napsha's name anywhere in this book and I work for a bookseller. We list it under Berman. We have also received some concerns from buyers that the subject matter may be inappropriate for children of this age-group. As for myself, I tend to think many of the reviews of this item are highly over-inflated. The book is just so-so and tends to over glamorize someone who is not perhaps the best role model for young girls to have. I believe they are better women out there who are a much more worthy subject for a series called Women of Achievement. I know I would not wish my daughter to grow up to be another Cher!In fact, just out of curiosity, I found that Napsha seems to live uncannily close to where some of the most glowing reviews for this item seem to geographically located. Almost sounds as though the 5 star rating had a little help from her friends.
",1
"Highly disappointing: I thought with this great cast and this funny premise they could make SOMETHING out of this movie, but sadly they did not. Other than a few good one-liners (thus two stars rather than one), this movie stinks. Cliches galore, bad jokes, bad acting, and bad writing. If you want to see a good con-artist movie, get Dirty Rotten Scoundrels with Steve Martin & Michael Caine. Heartbreakers is not worth 90 minutes of your time.
",1
"Four Junior Detectives after watching it 77 times: Four Junior Detectives is an enthralling adventure for four young people and viewers of all ages to behold. When the TKKG Detectives (the four young people) discover a hidden cave filled with excitement and thrill they also stumble onto the answer to a question of legendary proportions and it is absolutely wonderful to watch. The film is refreshing and unlike most films of today, an actual breath of fresh air! The film is dubbed in English so the spoken words do not always match the mouths of the actors however it is not distracting to most people I've met or to me, and I have watched the movie 77 times and am still planning to watch it more. For me this film goes right up there with legends like John Wayne films and Double Dragons. I would strongly recommend watching it!!!!!!!!!!
",0
"How you can go from nothing to having something.: Although it is put in a cartoon, we all have humble beginnings. It's how you apply those beginnings for your outcome.
",0
"The cover is the best thing about this record: say this is the lamest, WHINEY, sing-songy frat-boy rock to get popular - maybe of all time. ...this CD just [stinks].. ...
",1
"The Wizard of Oz: I wish I could review this product, but as of 12/8/08, I still have not received this item. It was suppose to be here before Thanksgiving at the very latest and here it is the 8th of Dec. and it still has not come. I am very disappointed because I was going to use this DVD in my classroom.If and when I ever get this DVD, I will let you know.L. Annis
",1
"Dremel Tool Kit: Dremel makes a great product and this kit is top of the line. It is durable and easy to use. It is easy to charge and keeps its charge for a long time. The kit contains basic and useful accessories.
",0
"Great BooK!!!: A great read! I couldn't put this one down. This book tells a lot about the real ""hollywood experience"" I know because I was there!
",0
"Don't buy this trike!: I bought this for my three year old daughter. She was comfortable on it and I liked that I could push her around. When she was ready to learn breaking I was really excited. After months of practice she really had it down. The first time I let her go down a hill on her own, the breaks gave out and she went flying down and crashed almost hitting a pole. My friend has the same trike and her daughters breaks went out as well. I do not recommend this trike. It is dangerous and should be pulled off the market.
",1
"Disappointing: I was hoping to get a step-by-step DVD on how to create a square foot garden. This was not that DVD. This DVD was really disappointing. I really need the help in getting my garden going, but this DVD didn't help.- No information on how to create your raised beds (which type of wood to use and why? How high should they be and why?)- No information on how to create Mel's mix (I'm not sure what she used for her soil, she never said)- No information on where to put the raised beds in your yard (Should you look for a shaded area? Lots of sun? Which plants for what type of shade)- No information on when and how often to water- Very little information on when to harvest- Very little information on how to take care of your plants in case of insects or diseases.This DVD was mainly about the plants the author chose to plant, spending about 15 minutes on the various varieties of tomato plants.The only good part of this DVD was the interview with Mel.
",1
